,date,review,rating,isEdited,userName,title,developerResponse
95,2019-01-17 18:20:33,"Angry Birds 2 is a lot of fun and there’s tons of content to keep you going. Though, if you’re the type of player I am who doesn’t mind spending money on app games to help support the developers. You might feel cheated with some features. The pink gems you buy as premium currency in-game. When you buy a treasure chest with those, you should get ALL the items in the chest. Not have to pick one, then have to spend even more gems to get another from the same chest. This is a REALLY broke feature. Please don’t rip-off your supporters that actually spend money on Angry Birds 2 and allow players to obtain ALL items from the chests. Yes I’m aware you can obtain gems for free in-game as well. Though this does not justify those who spend the ridiculous amount of money required to buy such a small portion of gems, just having to spend even more gems... It’s truly ripping off your customers, your supporters. Please fix.",4,False,DEMONSPAZ,Devs Please Read.,
96,2022-05-01 08:36:35,"I remember playing the first Angry Birds 10 years ago, I thoroughly enjoyed it. Over the years I’ve played a lot of the installments of the franchise. Now, not only are most of those installments nowhere to be seen, I’m unable to restore my purchase of the 1st one (which I had less than a year ago) presumably because it’s been changed from the original version. So I downloaded this one and am entirely appalled by the blatant disregard for consumer satisfaction. Now you get “gems”, 5 lives (regenerating 1 life per 20-30 minutes eventually, or refillable with gems), advertisements, unsolicited notifications to buy in game content, and several other avenues for profit which overshadows any enjoyable aspect of what remains of my nostalgia for the original game. It’s a terrible shame to see such a simple fun game experience go to complete rubbish, the franchise has made enough over the years to be more than sustainable yet they take advantage of people’s support of them to enlarge their profit. I’m very disappointed and will be ending my 10 years of on/off gameplay.",1,False,Plester21,Very unsatisfied,
97,2019-06-04 06:00:42,"Game turns off when it’s most convenient for the player to lose all rewards. Creators add in videos to watch that allow you to unlock more rewards or to get further in the game. If selected these videos often times will lead to the game freezing and closing out. Not worth spending when the creators haven’t fixed this glitching issue that’s been going on for months. Instead of providing updates with new features they need to fix this glitching and closing problem. Because that’s what it is. A PROBLEM. Not worth playing because you will be thoroughly disappointed.
Least they could do it give you the rewards still or reboot to where you were and what you had before the game closes. I’m sure if they can continue to program new features they can figure out what the heck is going on with these glitches. I’ve dealt with it for a long time but when it does it multiple times consecutively it’s irritating. I will definitely be deleting my account since this has been an ongoing problem and there has been no update to fix it.",1,False,Kperez013,Glitches destroy the fun,
98,2021-11-26 20:09:24,"Two of the daily challanges are rigged. The silver one and the Chuck one. They both make the structures so that it takes 2 birds to topple it down and takes 4 birds to pop the tiny pig that gets stuck. For some reason the tiny pig always bypasses the stella special attack no matter how you aim her. They always play an ad after an level and the rewards are trash they make you think you will get somthing good because they have a rare chest right ? No always the rewards are trash i mean 100 silver feathers, 5 gems, 2 apples, 100 blue feathers as the possible choices dont sound too good.

It’s impossible to level up the chick when its level 3. Why do you need 25 apples when on level 2 you olny needed 10. Normal levels dont always give you apples and two if the daily challanges are rigged even then they give you 2-5 apples

Arena is full of bots  They always know the perfect move to get from 2,920 points to 2M points with one bird not olny that the daily birds most of the time are you weakest birds if you have a golden bomb a a silver chuck and a bronze red then boom those are the daily birds for arena never really your good birds plus they dont take 9 points when you lose they take 12 and when you win 6 points

There are a few pros but mostly cons i loved this game as a child with the classic but now they just feed off of ads and money for gems to try again with the rigged challanges",2,False,Lennyms,"PLEASE READ: Rigged levels , chick feeding ,and arena bots",
99,2022-12-24 03:26:58,"It’s not a bad game, I played it a while ago and quit this game, and I decided to install it recently and it preserved all of my progress and data. I decided to completely start all over. I erased my data which took 2 weeks, and I’m glad that’s finally an option, because I don’t remember a data erase option that was available in this game before. This game is pretty good, but there is a glitch where the boss pig on the boss level screen is all weird and his face is glitched… other than that the game is money hungry with a lot of micro transactions and pay to win mechanics, but it’s still playable even as a free to play person, I really like the graphics, and the game feels smooth. Not a huge fan of the rooms in the levels and deck/card system though, and the destructometer thingy as well. Should’ve made the game in more of a traditional angry birds style, without all the cards.",4,False,pootin vader,AB 2,
100,2020-05-17 14:47:09,It needs more improvement like having unlimited gems and black pearls when you open the app and you can also unlock Garry from the movie too! His ability is to shoot lightning bolts so his lightning bolt can create a giant electromagnetic pulse to pop all pigs when your stuck on a level and the worst one is the lives part. You only get one try and when you quit you lose a life. Stop doing the lives count please. In the hat shop After completing the legendary. Complete the mythic ones! List of mythic ones: Dragon Hats Cookie hats Owl hats Demon hats Nature hats. so you can level up your slingshot to legendary easier too! There should be a adventure called The Dragon adventure! Buy these Dragon hats. And you can enter! You can also change the language too! And it needs unlimited apples and infinite mighty eagle coins,5,False,Brandonbrian,Awesome game but..,
101,2018-06-17 13:15:01,"Fun game to play but the game keeps trying to take your money. My cute hatchling needed one more apple and suddenly the daily challenge wouldn’t let me get it. The pigs just stood there enduring everything and I swear the progress bar moved backwards and I didn’t get a bird multiple times I almost cried when I realized the hatchling was going to leave( I am an animal lover) do not recommend game at all if you want something fair stay away from angry birds only play in the car or something even then, only play angry birds space or Stella rather play a big blue bubble game I love them( I am an animal lover) even as a 10 year old almost completely agree with Cruz family 3 the arena, king pig panic, tower of fortune, and almost everything else is rigged some way  or another. My dad is hooked once you start it’s hard to stop like drugs only this makes you frustrated!!!!!!! Terrible game overall addictive is a bad quality",4,False,schwabe family,Most biased game ever,
102,2018-12-16 05:46:29,"The core angry birds experience here is better than ever, and the new levels and card based bird selection system is awesome. The new features like pvp area and boss battles don’t feel tacked on and represent smart additions to the game. The leveling up your birds to gain multipliers and hat system is fun as well. 

However, the game is absolutely packed to the brim with microtransactions, consistently badgering the player with packages of currency ranging from a dollar to 50. In addition to the usual grabs for cosmetic add ons, the game also contains ads every few levels. In addition to that, it sports a variety of timers and life systems that urge you to either pay or watch ads to continue playing. Any one of these systems would be expected in a modern free to play game of this quality, but for it to contain ALL of them at once feels greedy and imposed heavily on this player’s enjoyment. 

There seems to be a massive amount of excellent content here, but the constant barrage of ads and in app purchases have driven me away.",2,False,Joe Mieden,An excellent game bogged down by excessive microtransactions.,
103,2021-04-22 01:19:16,"The game is amazing and it keeps me coming back to get the latest rewards a such. But one problem I’ve had lately is the game starts to crash. Let me set the scene: i have an arena ticket to use, I join the match, the screen goes dark and I’m back out in the home screen, I reload the game and I go back to arena..... the game goes hahahahaha u lost arena ticket and u lost trophies. That- that was only one example... the other is when I buy hats. I recently bought 4 fairy hats for the recent sale and guess how many hats I came out with?? 3 freaking hats and it took the gems for the 4th hat. I also recently tried to finish the summer/beach hat set and in which I did and then the game crashed so one of the hats I bought is now un-bought and the gems I used to purchase it are gone too. This makes me unhappy and if this continues I might leave the game despite how fun it is.",4,False,PHØĒÑĮX,Addicting game but.....,
104,2019-09-14 11:58:45,"I loved the original Angry Bird game. It was challenging and stimulating while keeping you locked to the screen trying your hardest to get a perfect score. I could play one level for an hour just to get the best score possible. This game on the other hand represents everything that is wrong with mobile games today... this game is so disappointing for so many, many reasons. The levels aren’t challenging. Playing the game just feels like you are going through the motions to get to the next level. The levels aren’t particularly unique or dynamic. The game adds a few different things here it there but the levels pretty much mimic each other. Then there is the constant nagging for micro transactions so you can get this thing or that thing to make the fairly simple game even easier. Then you add in the fact of the CONSTANT ads... this isn’t like the original game at all. This game is here just to make money and slightly resemble the original masterpiece which was Angry Birds. RIP.",2,False,Chick_girl,Everything that’s wrong with mobile games,
105,2018-12-13 23:51:41,"So, I’ve played for around two weeks now and I’d say it’s getting very frustrating at times. The amount of micro-transactions popping up at your face is just an insult to injury. To be fair, though, this is in fact a free to play game and I’m happy for that. But this isn’t the point of this complaint. The point of this complaint is the broken ad system. A little bit ago I competed against this one guy (I had a 5 winning streak) and ‘technically’ lost against him since I had a marginally lower score. So to continue my streak I tried to watch an ad since there was an option to. However, this is when the game couldn’t decide whether to show the ad or not. I pressed the button multiple times to no avail. To fix this, I exited and returned to the game. To my relief, the ad played. After finishing, though, I did not get the extra bird to continue my streak. This is probably the most maddening thing that’s ever occurred to me on a mobile game. I thought you were better Rovio, FIX YOUR GAME PLEASE!

P.S: There are a lot more janky stuff in the game I can’t mention since it’ll be too long.",1,False,Dav the Mann,Egregious,
106,2018-11-12 02:10:42,"Dear Rovio,

I’m so sad because I keep running out of apples and my hatchling gets not only hungry, but really sad and distressed.☹️ I’m also sad that if I don’t have enough apples to feed my hatchling, it will permanently leave the nest and then never ever return.😭 I had a hatchling named “Horton” and it took me a whole entire day for him to hatch.⏰ I did enjoy him once he hatched but then at level 2, I ran out of apples until in July 20th of that year Horton sadly left the nest forever and never came back.😭 The next day another hatchling was hatched and I named it “Isabelle.” She was doing fine, I fed her once she’s hungry and she was happy with me but then at level 5, Isabelle was blue and I fed her only once in that level because it required 100 apples to feed her. Isabelle then permanently left and just like Horton, she never ever returned.😭 The next day yet another hatchling was hatched and I named it “Charlie.” He was already taken care of and he is already at level 4. I want you to update the Angry Birds 2 app and find a way to get my hatchlings that I’ve already had before returned back to the nest.

Sincerely, Evan",1,False,elephant2222,Losing Hatchlings 😭,
107,2019-03-15 14:09:29,This Angry Birds two game is the best game in the world to me some of the reviews in the past don’t like this game and they say they hated it but I think it’s the best game in the world but there’s one thing I want you to change. If they run out of lives you should make a special level for them to earn five lives every time but that’s just me but still I think you should do it. Best game in the world still. I don’t play very much because I always have to wait three or two hours to get one live But every time my play this it’s awesome but it it’s kind of weird that I get a new high score every time a play level a New level. I’m saying is that it’s weird whoever made this game I give you two thumbs up👍🏻👍🏻. But also add a little music to it like a different music but other than that I like the game I don’t like the game I love the game.🎶,5,False,dzun3,New score every time,
108,2021-12-19 20:59:30,"Of course no one will read this due to the purchased high score reviews companies use but do not do the daily challenges as they are complete B S that are set to fail in order to force you to spend real money in order to complete.  

Want to make a fun game that I want to spend cash on - that’s great you will get my money.  I had already spent some before this jacked up stuff.   Want to set up parts of the game that you will have to pay money in order to proceed then you can sit and spin as I’ve already deleted this game and will be glad to tell everyone that can hear/read (may even learn sign language just to be able to pass it along) what kind of lousy business practices you guys use. 

Greedy devs like this are what gives mobile games bad names and the reason 99% of mobile games are garbage because folks hope for a quick buck by doing stuff like this.   Thanks for perpetuating this kind of lousy business.   You guys are the reason why mobile games are complete garbage these days.",1,False,Rilobrody,Daily Challenge Pay To Win,
109,2017-08-17 02:59:46,"This Angry Birds game is pretty good. It's a great way to spend your time especially if your already a fan of angry birds games. Anyways, the downside, in my opinion, is the clan mode. I don't see the point in clans other than to be sociable yet no clans have members who are active at the same time as you on a reliable consistent basis. Or at least enough to build up a relationship and/or bond with that individual. Also it's quite difficult to level up your birds to anything lv 55+ which is what most of the clans, who are any decent, ask as a pre-requisite to joining their clans. I feel like I'm applying for a security clearance into a secured building with nothing inside of it. But i digress. The itself is good, just the clan mode needs something more to it. Maybe ""clan wars"", or some sort of way to battle other clans. Just my opinion.",5,False,Letholdus,It's a Fun Game But...,
110,2018-04-21 17:07:16,"I used to play this game every morning. Now there’s a pay to change opponent in the arena and all I keep getting is people way higher level than me. So the little gems I have on the one in twenty chance I actually get to a higher floor in the elevator, they are just gone now. My clan, the second one I’ve joined, won’t get involved with the clan battles and there’s no way to get ahold of the leader directly or just be able to join without being a leader. How do you become a co-leader? The game was fun but I feel it’s just trying to gear around pay-to-play. Weekend long arena event that I get within one last win to get the big chest, hit the off button on my tablet, without have an opponent, and I lose my progress after using all those tickets to get up there. I’m disheartened and think I may stop playing. I know it’s only a game, but they are supposed to be fun, right? Don’t do free play games and deceive, just put the price next to them and people will pay if they want to play.",2,False,iamsteveo22,"I don’t want to pay, all the time.",
111,2022-04-24 05:17:40,I’ve been playing Candy crush for years recently out of nowhere all my gold coins were just taken from me I don’t buy anything because I don’t wanna get caught up in that the game shouldn’t have to be paid for however I worked hard for those coins I earned them all the months and I like it purchasing boosters I emailed them like five times asking them please to fix it into return my coins and they didn’t even answer the question that I was asking much less really respond with any kind of input I erase the app out of spite and when I re-download it not realizing that I was signed out of the account my game started back to board one so therefore here I am so far so good with Angry Birds 2 it’s actually pretty addictive and I’m having fun but I don’t understand all the birds in their tracks yet so if anybody’s got any kind of input I’d love to hear it,4,False,Daenerys704,Im in!,
112,2020-09-15 23:48:51,"Let’s get this straight - I love the Angry Birds series. But not this one. I probably will sound like a little kid complaining during the rest of this review, but this game is horrible. It gets boring easily. It also pushed the original Angry Birds. Angry Birds: Star Wars, and pretty much made Rovio look bad. It doesn’t look like anything from the Angry Bird series,(Which means the graphics are different) and it took away the traditional kind of level selector. The level selector is like Mario. Don’t turn Angry Birds into one of those cheap rip-offs of Mario that don’t even get sued. So if you want to be more successful, add back the old games of Angry Birds, leave this one on it even though all the reviews don’t like this game, and I’m talking to Apple when I say this: Stop taking away old games to make way for new ones please! You’re only focusing on the people who play new games! What about the original Apple people who played Angry Birds. Cut the Rope Hill Climb Racing, etc.?! In conclusion..... I hate this game. No offense, but it’s awful. And others would agree. Sooooo... Sorry about that. But yeah...",1,False,Imagination=Minecraft,This game... No. Just no.,
113,2021-02-11 14:49:49,"You might say that I’m a veteran at angry birds (not that it matters). I love the franchise and I love this game, but why I can’t give it 5 stars is simply because of the pay to win. I can’t stand the fact that  while I’m actually good at the game, my opponent, who’s spent hundreds of dollars on this game and isn’t nearly as good, still seems to beat me. This is because he’s bought things like gems and pearls and other currencies to strengthen his flock. It just isn’t just, and that’s honestly the only thing wrong with the game. 

	Take Fortnite for example(yes I still play it). There are people who spend thousands on the game and some who spend nothing! But it all comes down to the skill. I think this needs to be the same for angry birds.

On the contrary, the game is still good; has all the stuff older games had in a way, and more, but the pay to win thing is just unacceptable.",3,False,Yesman J.R.,Pay to win needs to be removed. : (,
114,2021-02-05 22:27:53,"The game is fun, but be warned: this could just be my old phone, but every time I use the duck spell, it just plays the sound effect and it doesn’t do anything, however it works on my iPad. The last straw was when I watched an ad to get a free bird, but then the stupid useless duck spell came my way and of course nothing happened. If it was the iPad I was playing on, I would’ve won. Plz fix this problem for us iPhone 6s users, although you probably won’t. Still a good game. Also, put apples back in the levels. I already had to get a new hatchling because I didn’t have enough apples and I wasn’t going to pay. Avoid the micro transactions and you’ll be fine. Play on a newer device and you’ll be fine. On 6s though, the duck spell doesn’t work.",5,False,NightFury14pluslightfury,"That’s it, I’m leaving a review.",
115,2020-03-07 00:17:26,First of all GREAT  game what I’m about to say isn’t a bad thing it’s just weird... so I always get the 3 stars  this isn’t a bad at all just really weird so I’m not one of those people who play until they get a 3 star I promise I don’t so this actually good for the people that don’t play until 3  I’m a fan of this game now... a other thing is which is bad because whenever I check my chick and it’s hungry it doesn’t let me feed it (sometimes) and it is bad I don’t know why... and Rovio don't ever think someone will get the 24 reward its more than one thousand dollars I mean come on!  it seems you have to pay to play its not great for money wallets credit cards and you know = 💰💰💰💰💰💰💰 so don’t buy stuff in this game Just saying and one more thing... this game is LONG so you can play it for a long time so yup that’s all folks  😬,4,False,Quinn🍕,It’s good but it has glitches too,
116,2020-10-14 23:22:55,"I loved Angry Birds 2! I liked it! It was a perfect game for me and it was so exciting to play! When I first started playing this, I was practicing and I got so interested in this game! It was a strategic and nice game! I was so happy to see this game so popular that I'm so glad! It was a fun game to play! But, Something got even wrong. When I completed any level, it lets me lose the game, and it was very weird why I lost the game? This happens to itself. The visual glitch can make things worse than that. The glitch on Angry Birds 2, was having controlled users who lost while winning the level. This was a serious hack. It was fine whenever I lost. My main event happens to itself, for no reason. It was fine to the point whenever I won or lost, I still love this game, and I kept going and going! It was a successful game at this point. So keep going, keep going!",4,False,AndreiJustin1911,Excellent! but...,
117,2019-10-25 03:19:28,"So I’ve been playing this game a lot recently and 95% of the time it’s the tournament. During the tournament you can win more plays, 2 plays specifically. I’ve won these plays, whether it’s in the first level or a different level.  Note: the last couple weeks I’ve been winning the tournament and haven’t had this issue until now... but when I’ve been winning these levels where you get more plays, I only get 1 play and not 2 and sometimes I don’t even get the extra 2 plays that I won! And it’s happening almost every time since this last tournament that I won. When I was on the app looking at the info, it says that if we have questions or problems to contact them on the top right of the screen- that contact option is not even there!

Also, I’ve been playing angry birds since they came out and I’ve downloaded their other games. When I bought my new iPad and synched it none of the other games existed anymore, I could only get Angry Birds 2",2,False,Andrea5985,Where’s the help?,
118,2022-06-14 22:49:13,"Since the new update, I’ve had nothing but problems. The ads get stuck and I end up not getting my reward and when there is a free chest to open with ads I click on it and watch it and it isn’t an extra one at all it just restarted my free chest count down. And since the update I’ve had so many problems winning a head to head in the weekly tournament because it puts me against someone with birds 20 plus ahead of mine. And there over all total tournament points will be 20-30 ahead of my points. Making it impossible to win the daily winning streaks. When I lose it tells me to upgrade my feathers on my birds for higher power. Well I can’t when I can’t win the feathers. I used to play to get a break. A little free time. But I should not be frustrated and upset about playing. I’m going to delete this game because it has become a source of aggravation instead of anything else. Hope you all have better luck than me.",2,False,james'lady,Aggravating,
119,2019-07-25 13:33:04,"I got hooked on the game until repeated incidents of ridiculously obvious unfair behaviors made me way to frustrated. For instance, in the arena where you play against what I think is a bot but it’s not clear, we get to the end and for reasons unknown one pig is left behind a rock wall. I’m just a few points behind. I’m offered a chance at one free bird for watching an ad. Any bird, except one, gives me a chance. I watch the ad and am given....you guessed it, the one bird that is useless against the challenge of that rock, the ice breaking blue triple bird. Now I could play on at a cost of rubies that are incredibly hard to earn and very costly. That was the final breaking point for me. It is obvious they are not giving me a fair shake they are manipulating me into paying. I don’t like being so obviously manipulated so I vote with my dollars, I am voting no, I am giving no money to this.  I am removing the game. Good luck to all those who feel this is the best use of money they have worked to earn.",2,False,Bill Pennock,Unfairness and cost makes this not up to par,
120,2019-01-18 22:47:41,"The game is great for as long as you don’t want to win. The game cheats against and in your favor ultimately to force you to buy the goods that win. A bad policy for the company because they are losing maybe more players than they gain. You will be frustrated by either having to spend money or lose, as well for wining a game the app gives away. So you play more, you spend more. How much money does Rovio have to make so they present a bad business practice? Games are to be enjoyed by skills and creativity not by having tricks to win. I’m very upset that I’ve lost several games in a row knowing I’m an excellent player. Little spending is ok, having to pour the piggy bank is unacceptable. I hope they change that, fix the game and continue being prosperous. Otherwise, like many others, I’m out.",5,False,PhotoNart,GAME FOR LOSERS OR DEEP POCKETS,
121,2018-03-31 17:05:30,"i downloaded this “game” to be a time waster for waiting in line, long plane rides, etc.

even then, as a game i did not intend to have fun with, it disappointed me.

i deleted the game after one hour of playing it. and so far, the whole game has been a tutorial. the game always held my hand, telling me how to go to menus or how to upgrade constantly. this was consistent until level 21, which is when i realized how much fun i wasn’t having.

once you die, and lose all your lives, you have to wait 20 minutes for your next life. if you lose that one, you guessed it; that’s another 20 minutes you have to wait.

they make you wait to play their game. no game over or anything. they just make you wait twenty minutes.

the loading is VERY long. it took about 10 minutes just to boot it up the first time i played, and the loading screens take anywhere from 5-10 seconds. this happens every time you start or beat a level. it also happens when you open or leave menus, shops, etc.

the gameplay was not inherently fun either. it was just infuriating how much they took from you. you lost treasure, gold, etc. from one little mistake, and there was no way of getting it back.

if i has to sum up this whole game in one word, it would be “waiting.”

this game is a whole lot of waiting for not a lot of fun.

along with all this, it gave you three stars. every. time. regardless of how much you screwed up, you got a high score.",1,False,Bre0,the worst mobile game i have ever played.,
122,2018-03-17 13:00:53,"I’m sick of this game. Every time they update for some “special feature” it’s just to take all your gems or annoy you. The latest is a unattainable arena treasure chest. Putting me against opponents with 60-70 higher power who use all the spells. So obviously I’m going to have to purchase more birds to win. I reach the end, try to use the advertisement to get a free bird (I need all the birds I can get) and of course, it freezes. It won’t let me proceed no matter what I do. So it resets my to the beginning of the arena winning streak. ALL THE TIME. Or the tower. I almost always get a pig card within the first few floors. Clan challenges are awful too. Everyone expects everyone to get 6, 9, 12, 15 points. But it costs a ton of gems to do that. I’m not spending actual money to buy gems to play a game they’ve taken most of the fun out of. It’s gotten to the point where it doesn’t matter what I do or how I play, progress is extremely slow and difficult and the rewards for winning are sub-par at best.",2,False,AshlyMG,Terrible updates,
123,2022-10-06 13:05:16,"Hey Warrior Fury here, I’ve been on this app for almost 2 years… I’ve worked my way up the flock power hard… in this most recent hat event I saved up for a golden ticket to the tower of fortune. I was two hats away from the full set and I had made sure I would have the video set aside so I could not have to pay gems to continue on when I hit a pig. I got both hats, 2000+ coins for the event, almost 300 gems, and 540 black pearls to be exact. I had used one 20 gem skip and was relying on the video they normally give you when I hit a pig and it didn’t have the video. I went to attempt to purchase gems and the app crashed losing me my whole jackpot. 

Why did this happen Rovio, I’ve never had issues with you before but this is just unacceptable. If you can fix this I might give you a five star rating but I’m pretty irritated with the game at the moment.

-A Warrior",3,False,WortPositiveCup,"Fun Game, bad glitches",
124,2022-06-29 05:59:46,I’ve been playing Angry Birds for close to six years now and love the game but it is malfunctioning right now. Two different times over the past two years people haven’t been able to join my clan for a long period of time we’re down to 20 members because people keep quitting because nobody can join the clan! I also can’t switch the clan to closed it won’t let me change it. It’s going on six months now since somebody’s been able to join my clan and I don’t know how to get a hold of Angry Birds to tell them that their game is malfunctioning for the second time in two years. This is getting really frustrating and people are going to keep quitting and I won’t have any clan members left! For years as soon as I would kick members out of the clan for not playing it was filled up within 15 minutes after that so I know this is a malfunction because one of my clan members said their friend couldn’t join. Please fix this problem it’s really frustrating!!!,1,False,mykmack,Nobody can join my clan!,
125,2021-03-17 10:06:01,"The last update destroyed almost everything that was enjoyable in this game. The new arena is nothing but a farce and a fraud. Theft by deception comes to mind. You are consistently shown opponents with far lower FP, but they miraculously win game after game. Sure, you have the option of paying to replay the same stupid game against the same cheating robot, but who wants to waste time and money on that? 
We are barraged with free arena tickets rather than anything even remotely valuable to the game. I have almost 600 now. Useless!
Same with spell cards. You can’t use them in the arena, rarely in battles. I have hundreds of each. 
The constant battles created conflict in our clan. We went from a strong, happy, successful group of 30-50 down to 15-16. Many said they were so disgusted with the game that they were deleting the app, and I believe them. I’ve felt the same way. 
This game really is more about how much you spend than how much skill you have. Just a money sucking ripoff that is more irritation than enjoyment.",1,False,Konachameleon,Just Rubbish,
126,2021-06-03 15:54:02,"Angry birds was once a simple but fun time waster. After many iterations, now it’s evolved into a simple but fun money waster. The game is structured so that you can’t easily progress without spending money. Yes there are ways around spending money because you can earn gems and pearls in game, but some levels, such as the daily bonus, are impossible without spending money. This game should not be available to children because it is manipulative and incentivizes monetary payment for progression. Despite being not the best angry birds experience, the gameplay is fundamentally sound, and still fun. Being reminded that you have the opportunity to pay-to-win on every level is annoying. Advertisements on a pay-to-win game are unacceptable. This title could be great if it cost a fixed amount to purchase and they removed the in-app-purchases and advertisements. They should change the title from Angry Birds to Greedy Birds. No pennies for you from my pocket.",2,False,dont waste your time here,Money Hungry Game,
127,2021-05-05 05:31:32,"This game has great visuals, is fun, and got me hooked. It has a problem though. Basically you have 5 lives, and every time you lose, you lose a life. This makes the stakes higher, but when you lose all of them, you either have to wait hours, or pay. That’s one of two problems. The second is the new special cards. These are good for playing, but awfully suspicious how you get more points leading to more cards and help you win. There was a really hard level, I was 2 cards short every time, I choose a bonus card, the points rapidly go up, got more cards, easily won, and had one extra card. Special cards cost gems, gems are basically only accessible through a thing called money. That’s how they get you. Video games like this one is part of an industry, so this is to be expected. More special cards, more gems bought, more money to Rovio.",3,False,JamesiesK,"Great game, but scam",
128,2019-06-14 13:18:02,This game is really fun to play in my down time during a break or while waiting in an office or something. Honestly it DOES crash TOO much for me. someone said if it’s crashing it’s because we need a better quality device..... I have an iPhone 6 I think it should work ok even though it’s not an iPhone X or anything like that. The time it crashes the most for me is in critical times ( yes I know it’s just a game lol) when I’m battling another player. It’s annoying because I lose my progress and any powers I chose but did not get to use. It also crashes when I’m in a match or a point where I have no more birds BUT wish to purchase some to continue and/or don’t have enough gems to pay for it. It start to process then crashes in the middle of it. The game can have you buying items a lot I’m guilty of it but I’ve cooled down on that dramatically,4,False,jay2284,My honest thoughts,
129,2018-05-22 21:29:38,"So I did have to spend a lot of money on this game which I do think is kind of no fair! That’s the only way you can move forward in this game. It gets extremely hard to get feathers to upgrade your birds after you get them to rank 20. The tournament isn’t fair because when you do get hats to improve your rank it’s doesn’t really matter you are pulling the same low numbers and I don’t think they should rig a game like that! They need to also increase the daily challenge reward after your birds are at a certain rank because 400 feathers isn’t helpful when your birds need 30,000 feathers to upgrade! The tower is a cheater it’s extremely hard to get even past level 20 on it without spending 200 of your gems so you have to end up spending money if you want the rewards. The game is fun but it needs to be improved for its users and not just a bank for the company!",3,False,Kqurstin,Fun needs work! Join my clan The Bad Feather,
130,2022-10-24 15:12:48,"So not fun to play a game that constantly freezes and the latest update just crashes. Fire your new programmers and beg the old ones to come back (pre last two updates). They fixed the freezes and crashes, now they changed how you can win. Bird power is now up to 20% higher (per Brian who answered my inquiry from rovio) per opponent. I never see opponents with lower than 1-3% lower but as you progress towards larger rewards the opponents get up tp that 20% higher so you can’t win without spending money. Why be unfair? 

Update: been playing 4 years now, support just shut down can’t get help and freezes. Nice way to treat customers right?

Game still full of bugs, glitches but reporting is a waste of time because rovio ALWAYS blames users. Never have they admitted fault, not once in all these years. Will not spent a penny but will play as long as free. Clans are not fun anymore, angry and frustrated or too intense.",2,False,Azladu4,Freezes and crashes,
131,2019-12-30 06:47:03,"For the THIRD time after making in-app purchases, I can’t log into the game. The first time was after buying 70 gems for 30 days, and I wasn’t able to log in for probably two days, initially. Then, it returned, indicating it had updated. So I bought another in-app purchase for 500 apples. Then, I couldn’t log in for two weeks. Now, I bought another 70 gems for 30 days purchase, and I’vot been able to log in for over three weeks. At first, it would start the process, and SAY it was logging in. Now it doesn’t even do that. I had ALMOST gotten a hatchling ready to hatch, which was why I bought the apples, but lost it. I had started another hatchling after saving 150 apples, but now have lost it after being unable to log in for almost four weeks. I’ve mostly enjoyed the game, but for this and the incessant repeating of ads, sometimes the SAME ad for 10 or more times in a row. That and the loss of money on in-app purchases only to have the game refuse to log in again forces me t rate it at 1 Star.",1,False,sibeard,Not Logging In,
132,2021-04-25 17:00:24,"I prefer to play Angry Birds 2 on my iPad because it’s less of an eye strain than playing on my iPhone. However, over the past year the game has crashed every single time I have played it on my iPad and usually right after finishing the last task in a level (before that level has been registered as being officially completed) as an advertisement or follow-up screen tries to load. 

I decided to experiment and play a game on my iPhone and it was a completely different experience. On my iPhone, the game loads quickly and hasn’t crashed once. I’m writing this review in hopes that someone at Rovio will read it and develop a patch for players who wish to enjoy Angry Birds 2 on older iPads.",5,False,Apparisean,Playing AB2 On iPhone Is Whole Different Experience Than On iPad,
133,2017-12-29 02:41:32,"I am a person who NEVER pays to play games but I enjoy Angry Birds 2 so much I have now twice bought gems to keep playing, but there’s a problem!! I usually play the Arena daily and have been “robbed” on several occasions. It seems when I reach 6 out of 7 games that the game freezes and it won’t let me watch a video for a free bird. When I go back to the arena it’s back to the beginning at 1 out of 7. That’s not fair to us paying players! Please fix it (and some gem credit would be nice too). Thanks.

There’s still a PROBLEM in the ARENA!!! Levels 4 & 6 are CONSTANTLY FREEZING UP and I am LOSING MY CHANCES TO WIN!!! It’s also using my SPELLS AND GEMS and isn’t letting me get to the 7th level (or whatever they are called). PLEASE FIX THIS IMMEDIATELY!! ITS NOT FAIR!! I also don’t like that we can no longer get another bird by watching a video. I changed the rating from 4 to 1 since you still haven’t fixed this issue since my post above. VERY DISAPPOINTED I’ll have to stop playing if this isn’t fixed, AND STOP BUYING GEMS TOO!!",1,False,Karel Michelle,Developers there’s a problem with the app!!,
134,2018-05-25 05:20:03,"First of all the game looks great. The animation, the level designs, and the music is amazing. However, the game doesn’t feel as fun as it used to like the first Angry Birds. The fact that I only have a few lives, I have to wait over 20 mins for them to reload is ridiculous. That’s not a great experience, because if I lose all my lines I have to wait almost a whole TV show just to play again. 

On top of that, I’m not sure how to change to the exact bird I want. Maybe it’s me, but I’ve searched all over on how to do that, and I don’t believe you can. 
Why make the game feel like you have less choices? All the count down loading times are just wait to long. I end up just going to another game, completely forgetting about AB2. It’s hard to enjoy it fully. I’m probably gonna delete the game very soon, it just seems like the Rovio company is extremely money hungry.",3,False,ScarVengence,"It’s OK, not bad but not great either.",
